-----------------------------------------------------------
hostname       = node23
SLURM_JOBID    = 26305269
candidate      = baseline
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,NDR
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T1__T1_50_1000_0.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 507, 'lb_gain': 4, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 91, 'relative_gap': 0.1794871794871795, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 517, 'lb_gain': 14, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 81, 'relative_gap': 0.15667311411992263, 'solver_certified_opt': 0, 'n_rounds': 53}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 515, 'lb_gain': 12, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 83, 'relative_gap': 0.16116504854368932, 'solver_certified_opt': 0, 'n_rounds': 54}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 515, 'lb_gain': 12, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 83, 'relative_gap': 0.16116504854368932, 'solver_certified_opt': 0, 'n_rounds': 54}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 507, 'lb_gain': 4, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 91, 'relative_gap': 0.1794871794871795, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 507, 'lb_gain': 4, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 91, 'relative_gap': 0.1794871794871795, 'solver_certified_opt': 0, 'n_rounds': 49}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 507, 'lb_gain': 4, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 91, 'relative_gap': 0.1794871794871795, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 513, 'lb_gain': 10, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 85, 'relative_gap': 0.16569200779727095, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 513, 'lb_gain': 10, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 85, 'relative_gap': 0.16569200779727095, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 513, 'lb_gain': 10, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 85, 'relative_gap': 0.16569200779727095, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 513, 'lb_gain': 10, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 85, 'relative_gap': 0.16569200779727095, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 513, 'lb_gain': 10, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 85, 'relative_gap': 0.16569200779727095, 'solver_certified_opt': 0, 'n_rounds': 50}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1003, 'lb_gain': 0, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 180, 'relative_gap': 0.1794616151545364, 'solver_certified_opt': 0, 'n_rounds': 1}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1054, 'lb_gain': 51, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 129, 'relative_gap': 0.12239089184060721, 'solver_certified_opt': 0, 'n_rounds': 44}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1055, 'lb_gain': 52, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 128, 'relative_gap': 0.12132701421800948, 'solver_certified_opt': 0, 'n_rounds': 45}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1056, 'lb_gain': 53, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 127, 'relative_gap': 0.12026515151515152, 'solver_certified_opt': 0, 'n_rounds': 45}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1051, 'lb_gain': 48, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 132, 'relative_gap': 0.12559467174119887, 'solver_certified_opt': 0, 'n_rounds': 42}
{'candidate': 'baseline', 'controller_label': 'baseline_original', 'family': 'T2', 'instance': 'T2_250_2000_3.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/reference_result/baseline/raw/baseline__T2__T2_250_2000_3.wclq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 250, 'E': 2000, 'first_lb': 1003, 'best_lb': 1041, 'lb_gain': 38, 'first_ub': 1224, 'verified_ub': 1183, 'ub_gain': 41, 'absolute_gap': 142, 'relative_gap': 0.13640730067243034, 'solver_certified_opt': 0, 'n_rounds': 40}
